Date,Time(UTC),Time(IST),Lat,Lang,Depth(KM),Magnitude,Region
2018-03-06,14:13:07,19:43:07,6.1°S,142.7°E,10,6.6,"New Guinea , Papua New Guinea",
2018-03-06,04:39:57,10:09:57,6.8°N,93.5°E,10,4.8,Nicobar Islands,
2018-03-05,20:13:41,01:43:41/2018-03-06,17.3°N,73.8°E,10,3.2,"Koyna , Maharashtra",
2018-03-05,20:41:46,02:11:46/2018-03-06,26.5°N,93.4°E,10,3.5,"Karbi Anglong, Assam",
2018-03-03,01:31:31,07:01:31,24.0°N,93.5°E,50,3.7,"Churachandpur, Manipur",
2018-03-01,03:17:14,08:47:14,1.1°N,98.9°E,80,5.4,"Northern Sumatra, Indonesia",
2018-03-01,01:35:42,07:05:42,0.9°N,99.0°E,10,5.2,"Northern Sumatra, Indonesia",
2018-02-28,05:47:43,11:17:43,30.9°N,78.9°E,15,2.9,"Distt. Uttarkashi, Uttarakhand",
2018-02-28,02:45:45,08:15:45,6.1°S,142.6°E,10,6.2,"New Guinea, Papua New Guinea",
2018-02-26,15:18:01,20:48:01,6.2°S,143.5°E,10,6.1,"New Guinea , Papua New Guinea",
2018-02-26,13:34:54,19:04:54,2.8°S,126.7°E,10,6.1,Ceram Sea,
2018-02-26,08:42:24,14:12:24,27.2°N,92.4°E,10,3.2,"West Kameng, Arunachal Pradesh",
2018-02-25,17:44:42,23:14:42,6.0°S,142.8°E,10,7.3,Papua New Guinea,
2018-02-25,09:54:18,15:24:18,26.8°N,92.7°E,18,3.3,Distt. Sonitpur Assam,
2018-02-24,09:42:39,15:12:39,26.2°N,92.9°E,25,3.3,"Karbi Anglong, Assam",
2018-02-23,11:56:25,17:26:25,6.1°N,92.6°E,35,4.7,Nicobar Islands,
2018-02-20,08:12:14,13:42:14,22.8°N,93.1°E,10,4.2,Lunglei- Mizoram,
2018-02-20,07:11:39,12:41:39,33.1°N,75.6°E,5,3.3,"Jammu & Kashmir , India",
2018-02-16,23:39:42,05:09:42/2018-02-17,16.6°N,97.7°W,10,7.4,"Oaxaca , Mexico",
2018-02-14,18:43:09,00:13:09/2018-02-15,27.3°N,92.5°E,10,3.3,"West Kameng, Arunachal Pradesh",
2018-02-13,02:39:48,08:09:48,12.3°N,93.0°E,10,5.6,Andaman Islands,
2018-01-31,07:06:32,12:36:32,37.4°N,69.6°E,190,6.2,Afghanistan -Tajikistan Border,
2018-02-11,21:40:31,03:10:31/2018-02-12,30.8°N,78.1°E,10,3.2,"Distt;-Uttarkashi, Uttarakhand",
2018-02-06,15:50:42,21:20:42,24.0°N,121.6°E,10,6.1,Taiwan,
2018-02-04,19:40:44,01:10:44/2018-02-05,24.3°N,93.2°E,10,3.2,"Churachandpur, Manipur",
2018-02-04,13:56:43,19:26:43,24.1°N,121.7°E,10,6.1,Taiwan,
2018-02-02,01:41:57,07:11:57,17.3°N,73.9°E,10,3.4,"Distt Satara, Maharashtra",
2018-01-31,07:06:32,12:36:32,37.4°N,69.6°E,190,6.2,Afghanistan -Tajikistan Border,
2018-01-28,21:02:55,02:32:55/2018-01-29,25.9°N,90.3°E,10,3.4,"West Garo Hills, Meghalaya",
2018-01-28,16:03:06,21:33:06,53.1°S,9.5°E,10,6.2,Southwest of Africa,
2018-01-25,03:48:28,09:18:28,8.3°N,91.7°E,10,5.0,Nicobar Island,
2018-01-24,10:51:16,16:21:16,41.1°N,142.3°E,10,6.2,"Hokkaido, Japan Region",
2018-01-23,13:02:10,18:32:10,21.0°N,70.6°E,10,3.6,"Distt.- Junagadh, Gujarat",
2018-01-23,09:31:41,15:01:41,56.0°N,149.2°W,10,7.8,Gulf Of Alaska,
2018-01-23,06:34:49,12:04:49,7.0°S,106.4°E,10,6.0,"Java, Indonesia",
2018-01-21,06:06:48,11:36:48,17.3°N,73.8°E,10,3.6,"Koyna, Maharashtra",
2018-01-21,01:06:30,06:36:30,18.6 °S,69.4°W,110,6.3,Northern Chile,
2018-01-20,10:06:49,15:36:49,24.0°N,94.3°E,80,4.2,Myanmar - India (Manipur) Border Region,
2018-01-20,01:14:31,06:44:31,26.3°N,89.8°E,10,5.2,"Kokrajhar, Assam",
2018-01-19,16:17:48,21:47:48,26.7°N,110.8°W,10,6.3,Gulf Of California,
2018-01-16,07:35:34,13:05:34,17.3°N,73.9°E,23,3.7,"Koyna, Maharashtra",
2018-01-14,15:48:08,21:18:08,12.2°N,92.3°E,10,4.8,Andman Islands,
2018-01-14,09:19:28,14:49:28,36.5°N,70.7°E,196,5.5,"Hindukush Region, Afghanistan",
2018-01-14,09:18:42,14:48:42,15.7°S,74.6°W,10,7.3,Near Coast Of Peru,
2018-01-11,18:26:25,23:56:25,18.4°N,94.0°E,10,6.2,Myanmar,
2018-01-10,02:51:32,08:21:32,17.5°N,83.5°W,10,7.6,North Of Honduras,
2018-01-09,19:20:23,00:50:23/2018-01-10,25.7°N,90.4°E,10,3.2,"West Garo Hills, Meghalaya",
2018-01-09,12:55:34,18:25:34,32.1°N,75.7°E,10,3.0,"Kangra, Himachal Pradesh",
2018-01-07,06:47:16,12:17:16,24.7°N,94.7°E,35,6.0,Myanmar -India (Manipur) Border Region,
2018-01-06,09:01:58,14:31:58,26.3°N,92.8°E,30,3.2,"Distt. Nagaon, Assam",
2018-01-05,20:23:07,01:53:07/2018-01-06,26.0°N,92.3°E,10,3.4,"Karbi Anglong, Assam",
2018-01-05,07:11:04,12:41:04,26.1°N,92.1°E,20,4.0,"Karbi Anglong , Assam",
2018-01-04,19:57:40,01:27:40/2018-01-05,6.6°N,95.2°E,198,4.8,Nocobar Islands,
2018-01-01,20:51:48,02:21:48/2018-01-02,19.8°N,73.1°E,10,3.2,"Palghar, Maharashtra",
2018-01-01,16:01:01,21:31:01,26.8°N,92.3°E,30,3.0,"Darrang, Assam",
2018-01-01,01:03:17,06:33:17,24.8°N,94.0°E,32,3.2,"Imphal, Manipur",
2019

2019-03-16,23:41:29,05:11:29/2019-03-17,27.4°N,75.7°E,10,4.0,"Distt.- Sikar, Rajasthan",
2019-03-16,04:13:01,09:43:01,7.2°N,94.7°E,10,4.7,Nicobar Islands Region,
2019-03-15,05:03:50,10:33:50,17.8°S,65.9°W,350,6.2,Central Bolivia,
2019-03-13,20:26:18,01:56:18/2019-03-14,26.5°N,93.4°E,30,3.2,"Distt. Karbi Anglong, Assam",
2019-03-13,13:43:58,19:13:58,22.8°N,94.0°E,10,4.5,Myanmar-India(Mizoram) Border Region,
2019-03-11,01:14:30,06:44:30,11.9°N,93.6°E,95,4.8,Andaman Islands Region,
2019-03-10,19:30:09,01:00:09/2019-03-11,20.0°N,72.8°E,5,3.5,"Distt.- Palghar, Maharashtra",
2019-03-10,08:12:25,13:42:25,17.8°S,178.7°W,563,6.0,Fiji Island Region,
2019-03-09,12:15:27,17:45:27,20.2°N,72.8°E,10,2.8,"Distt.- Palghar, Maharashtra",
2019-03-08,15:06:10,20:36:10,10.5°N,126.0°E,10,6.0,Philippine Islands Region,
2019-03-08,06:31:56,12:01:56,31.8°N,78.3°E,10,2.8,"Kinnaur, Himachal Pradesh",
2019-03-06,15:46:12,21:16:12,31.9°S,177.9°W,10,6.2,Kermadec Islands Region,
2019-03-02,03:22:52,08:52:52,41.9°N,146.9°E,10,6.0,"Off Coast of Hokkaido, Japan",
2019-03-01,08:50:41,14:20:41,14.7°S,70.1°W,255,7.0,Central Peru,
2019-03-01,06:10:15,11:40:15,32.7°N,76.5°E,5,3.3,"Distt.- Chamba, Himachal Pradesh",
2019-03-01,05:44:22,11:14:22,20.2°N,72.8°E,5,4.3,"Distt.- Palghar, Maharashtra",
2019-03-01,05:38:54,11:08:54,20.0°N,72.8°E,5,3.2,"Distt.- Palghar, Maharashtra",
2019-02-28,07:29:15,12:59:15,35.1°N,76.8°E,15,3.8,"JAMMU & KASHMIR,INDIA",
2019-02-28,05:00:47,10:30:47,06.9°N,95.0°E,10,4.7,Nicobar Islands Region,
2019-02-28,00:00:52,05:30:52,07.4°N,94.5°E,94,4.8,Nicobar Islands,
2019-02-22,10:17:22,15:47:22,2.2°S,77.1°W,160,7.5,Peru-Ecuador Border Region,
2019-02-22,01:47:20,07:17:20,31.8°N,78.2°E,10,3.5,"Kinnaur, Himachal Pradesh",
2019-02-21,19:34:36,01:04:36/2019-02-22,06.8°N,94.5°E,48,4.5,Nicobar Islands Region,
2019-02-21,07:32:02,13:02:02,22.9°N,82.3°E,5,3.5,"Distt.Korba, Chattisgarh",
2019-02-20,07:58:56,13:28:56,20.0°N,72.8°E,10,3.1,"Distt.- Palghar, Maharashtra",
2019-02-20,07:54:23,13:24:23,20.0°N,72.7°E,10,2.9,"Distt.- Palghar, Maharashtra",
2019-02-20,04:44:15,10:14:15,20.0°N,72.8°E,10,2.9,"Distt.- Palghar, Maharashtra",
2019-02-20,02:39:32,07:59:32,28.9°N,77.3°E,6,4.0,"Distt. Baghpat, Uttar Pradesh",
2019-02-17,22:53:30,04:23:30/2019-02-18,33.3°N,76.5°E,10,4.2,Jammu and Kashmir,
2019-02-17,14:35:58,20:05:58,3.4°S,152.2°E,370,6.0,New Ireland Region P.N.G.,
2019-02-17,02:58:35,08:28:35,22.5°N,92.8°E,20,4.9,"Distt.- Lawangtlai, Mizoram",
2019-02-13,07:42:28,13:12:28,19.9°N,72.8°E,10,3.0,"Distt.- Palghar, Maharashtra",
2019-02-13,05:14:30,10:44:30,20.0°N,72.8°E,10,3.1,"Distt.- Palghar, Maharashtra",
2019-02-13,02:05:51,07:35:51,32.2°N,76.4°E,5,3.5,"Distt.,Kangra Himachal Pradesh",
2019-02-12,20:21:30,01:51:30/2019-02-13,13.9°N,91.4°E,10,4.5,Andaman Islands Region,
2019-02-12,01:32:27,07:02:27,14.5°N,85.7°E,10,5.1,Bay Of Bengal,
2019-02-10,03:22:04,08:52:04,27.3°N,96.4°E,10,5.2,Myanmar-India (Arunachal Pradesh) Border Region,
2019-02-08,11:55:06,17:25:06,9.9°N,126.5°E,10,6.0,"Mindanao, Philippines",
2019-02-08,08:23:00,13:53:00,28.2°N,76.4°E,10,3.9,"Distt. Mahendragarh, Haryana",
2019-02-07,12:49:02,18:19:02,20.0°N,72.8°E,10,3.3,"Distt. Palghar, Maharashtra",
2019-02-06,18:09:52,23:39:52,35.0°N,74.1°E,80,4.3,JAMMU & KASHMIR,
2019-02-06,16:21:32,21:51:32,24.3°N,94.1°E,26,3.5,Distt. Chandel Manipur,
2019-02-05,21:11:34,02:41:34/2019-02-06,34.7°N,74.1°E,50,4.4,Northwestern Kashmir,
2019-02-05,16:47:09,22:17:09,34.8°N,74.3°E,80,5.6,Northwestern Kashmir,
2019-02-05,14:03:44,19:33:44,31.7°N,76.8°E,15,3.8,"Distt.- Mandi, Himachal Pradesh",
2019-02-05,13:38:30,19:08:30,35.1°N,74.2°E,35,4.4,Distt.- India (J&K)- Pakistan Border Region,
2019-02-05,10:22:43,15:52:43,32.3°N,76.4°E,5,3.1,"Distt.- Chamba, Himachal Pradesh",
2019-02-05,10:21:04,15:51:04,32.3°N,76.4°E,5,3.2,"Distt.- Chamba, Himachal Pradesh",
2019-02-04,15:10:09,20:40:09,29.0°N,77.1°E,15,3.0,"Distt.- Sonipat, Haryana",
2019-02-03,17:20:40,22:50:40,24.5°N,93.8°E,10,4.5,"Distt.- Bishnupur, Manipur",
2019-02-02,17:32:44,23:02:44,25.3°N,94.3°E,127,4.5,"Distt.- Senapati, Manipur",
2019-02-02,12:04:44,17:34:44,36.5°N,70.7°E,212,6.1,"Hindukush region, Afghanistan",
2019-02-02,09:27:32,14:57:32,2.8°S,100.6°E,10,6.0,"Southern Sumatra, Indonesia",
2019-02-01,16:14:16,21:44:16,14.9°N,92.1°W,10,6.4,"Near Coast Of Chiapas, Maxico",
2019-02-01,11:27:22,16:57:22,19.9°N,72.9°E,5,3.5,"Distt.- Palghar, Maharashtra",
2019-02-01,10:23:54,15:53:54,19.9°N,72.8°E,5,3.6,"Distt.- Palghar, Maharashtra",
2019-02-01,08:36:24,14:06:24,19.9°N,72.8°E,5,3.5,"Distt.- Palghar, Maharashtra",
2019-02-01,04:59:38,10:29:38,20.0°N,72.9°E,5,3.0,"Distt.- Palghar, Maharashtra",
2019-02-01,04:33:03,10:03:03,20.0°N,72.9°E,5,3.5,"Distt.- Palghar, Maharashtra",
2019-02-01,01:28:34,06:58:34,20.0°N,72.9°E,10,3.3,"Distt.- Palghar, Maharashtra",
2019-01-31,06:28:27,11:58:27,30.8°N,78.4°E,5,3.5,"Distt. Uttarkashi, Uttarakhand",
2019-01-31,05:53:22,11:23:22,30.8°N,78.4°E,5,2.8,"Distt. Uttarkashi, Uttarakhand",
2019-01-27,23:45:53,05:15:53/2019-01-28,24.3°N,94.8°E,10,4.5,"Churachandpur, Manipur",
2019-01-27,21:28:18,02:58:18/2019-01-28,25.3°N,92.5°E,5,3.5,"Jaintia Hills, Meghalaya",
2019-01-27,04:49:21,10:19:21,24.8°N,94.1°E,50,4.2,"Senapati, Manipur",
2019-01-26,08:12:48,13:42:48,05.5°S,133.8°E,10,6.0,"Aru Islands Region, Indonesia",
2019-01-25,14:29:16,19:59:16,24.5°N,94.1°E,34,4.0,"Distt. Chandel, Manipur",
2019-01-24,03:45:12,09:15:12,20.0°N,72.9°E,05,3.4,Distt-Palghar Maharashtra,
2019-01-22,19:01:44,00:31:44/2019-01-23,43.0°S,42.3°E,10,6.5,Prince Edward Islands Region,
2019-01-22,10:34:35,16:04:35,32.5°N,76.4°E,10,3.5,"Distt. Chamba, Himachal Pradesh",
2019-01-22,05:10:02,10:40:02,10.4°S,119.0°E,10,6.5,"Sumba Region, Indonesia",
2019-01-21,23:59:21,05:29:21/2019-01-22,10.3°S,119.0°E,10,6.0,Sumba Region Indonesia,
2019-01-20,15:29:17,20:59:17,20.0°N,72.9°E,05,3.0,"DISTT. PALGHAR, MAHARASHTRA",
2019-01-20,13:09:00,18:39:00,20.0°N,72.9°E,12,3.6,"Distt. Palghar, Maharastra",
2019-01-20,01:32:45,07:02:45,30.0°S,71.3°W,10,6.8,Near Coast of Central Chile,
2019-01-19,08:58:04,14:28:04,26.4°N,93.3°E,25,3.4,"Karbi Anglong,Assam",
2019-01-18,21:45:02,03:15:02/2019-01-19,27.3°N,88.6°E,10,2.7,East Sikkim,
2019-01-18,13:18:27,18:48:27,19.2°S,168.6°E,10,6.1,VANUATU ISLANDS,
2019-01-17,02:53:07,08:23:07,07.6°N,94.5°E,84,6.0,NICOBAR ISLANDS REGION,
2019-01-15,18:06:32,23:36:32,13.2°S,166.7°E,10,6.5,Vanuatu Islands,
2019-01-12,07:01:34,12:31:34,32.7°N,76.0°E,5,3.3,"Distt-Chamba, Himachal Pradesh",
2019-01-11,02:51:07,08:21:07,34.1°N,74.8°E,10,3.0,Jammu & Kashmir,
2019-01-10,02:52:05,08:22:05,34.0°N,78.4°E,10,4.6,Jammu & Kashmir,
2019-01-08,12:39:28,18:09:28,30.6°N,131.0°E,10,6.1,"Kyushu, Japan",
2019-01-07,15:38:44,21:08:44/2019-01-07,27.3°N,88.4°E,10,3.0,South Sikkim,
2019-01-06,17:27:15,22:57:15/2019-01-06,02.5°N,126.8°E,10,6.5,Northern Molucca Sea,
2019-01-05,19:25:38,00:55:38/2019-01-06,8.1°S,71.6°W,10,6.3,Western Brazil,
2019-01-05,16:16:43,21:46:43,29.8°N,80.4°E,10,2.7,"Distt - Pithoragarh,Uttarakhand",
2019-01-01,11:55:01,17:25:03,5.5°N,94.7°E,10,5.0,"Northern Sumatra, Indonesia",
