State / MCD,Final Dispensary Name,Disease,Occurrence,Reported Date,Month,District / Zone,IPD/OPD,State District,Final Zone
State Hospital,Dr. N. C. Joshi Hospital,Typhoid,36,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Typhoid,53,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Typhoid,66,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Upper Respectory Track Infection (URTI),59,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Upper Respectory Track Infection (URTI),49,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Upper Respectory Track Infection (URTI),54,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Bodyache/ Headache,2193,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Bodyache/ Headache,1972,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Bodyache/ Headache,2089,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Abdomen Pain,199,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Abdomen Pain,160,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Abdomen Pain,160,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Pelvic Inflammatory Disease (PID),898,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Pelvic Inflammatory Disease (PID),653,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Pelvic Inflammatory Disease (PID),689,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Asthama,40,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Asthama,40,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Asthama,40,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,"ENT(Ear, Nose, Throat)/ CSOM",98,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,"ENT(Ear, Nose, Throat)/ CSOM",93,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,"ENT(Ear, Nose, Throat)/ CSOM",55,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Dental Problem/ Caries/ Cavity,823,1/1/2016,January,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Dental Problem/ Caries/ Cavity,666,2/1/2016,February,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,Dr. N. C. Joshi Hospital,Dental Problem/ Caries/ Cavity,656,3/1/2016,March,Karol Bagh,OPD,Central,Karol Bagh
State Hospital,B R Sur Homeopathic medical college,Malaria,4,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Diarrhoea,16,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Diarrhoea,20,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Diarrhoea,24,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Hypertension,13,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Hypertension,13,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Hypertension,14,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Diabetes,17,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Diabetes,10,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Diabetes,19,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Typhoid,1,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Typhoid,1,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Upper Respectory Track Infection (URTI),172,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Abdomen Pain,72,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Skin Disease/ Ringworm/ Scabies,65,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Dermatitis,63,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Piles,43,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Bodyache/ Headache,43,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Spondylolisthesis,38,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Thyroid,33,1/1/2016,January,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Upper Respectory Track Infection (URTI),130,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Rhinitos,93,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Dermatitis,90,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Abdomen Pain,86,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Bodyache/ Headache,75,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Skin Disease/ Ringworm/ Scabies,62,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Joint Pain/ Arthiritis,49,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Refractive Error,39,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Spondylolisthesis,34,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Fever,33,2/1/2016,February,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Pharyngitis,126,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Abdomen Pain,108,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Dermatitis,76,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Bodyache/ Headache,62,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Rhinitos,61,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Refractive Error,56,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Joint Pain/ Arthiritis,56,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Skin Disease/ Ringworm/ Scabies,53,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Fever,49,3/1/2016,March,South,OPD,South ,South
State Hospital,B R Sur Homeopathic medical college,Spondylolisthesis,43,3/1/2016,March,South,OPD,South ,South
State Hospital,Guru Govind Singh Hospital,Tuberculosis,41,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Tuberculosis,58,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Tuberculosis,60,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Hepatitis A,3,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Diarrhoea,826,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Diarrhoea,929,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Diarrhoea,1768,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Hypertension,1329,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Hypertension,1371,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Hypertension,1376,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Diabetes,1033,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Diabetes,1111,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Diabetes,1169,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Cholera,1,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Typhoid,75,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Typhoid,151,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Typhoid,216,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,HIV/ AIDS,6,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,HIV/ AIDS,9,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,HIV/ AIDS,10,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Skin Disease/ Ringworm/ Scabies,310,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Skin Disease/ Ringworm/ Scabies,369,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Skin Disease/ Ringworm/ Scabies,315,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Epilepsy,217,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Epilepsy,201,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Epilepsy,242,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Chalazion,84,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Chalazion,96,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Chalazion,66,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Conjunctivitis,213,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Conjunctivitis,265,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Conjunctivitis,306,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Cataract,77,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Cataract,64,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Cataract,30,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Respiratory System,1020,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Respiratory System,1093,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Respiratory System,736,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Asthama,480,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Asthama,436,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Asthama,407,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Dog bite,1204,1/1/2016,January,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Dog bite,1344,2/1/2016,February,West,OPD,West ,West
State Hospital,Guru Govind Singh Hospital,Dog bite,1401,3/1/2016,March,West,OPD,West ,West
State Hospital,Guru Nanak Eye Centre,Refractive Error,5102,1/1/2016,January,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Conjunctivitis,609,1/1/2016,January,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Cataract,682,1/1/2016,January,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Glaucoma,153,1/1/2016,January,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Diabetes,913,1/1/2016,January,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Squint,282,1/1/2016,January,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Refractive Error,5009,2/1/2016,February,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Conjunctivitis,598,2/1/2016,February,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Cataract,555,2/1/2016,February,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Glaucoma,131,2/1/2016,February,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Diabetes,1052,2/1/2016,February,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Squint,408,2/1/2016,February,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Refractive Error,5203,3/1/2016,March,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Conjunctivitis,601,3/1/2016,March,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Cataract,946,3/1/2016,March,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Glaucoma,119,3/1/2016,March,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Diabetes,909,3/1/2016,March,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Squint,320,3/1/2016,March,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Eye Disease,1642,1/1/2016,January,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Eye Disease,1653,2/1/2016,February,City,OPD,Central,City
State Hospital,Guru Nanak Eye Centre,Eye Disease,1554,3/1/2016,March,City,OPD,Central,City
State Hospital,Health Centre cum Maternity centre,Tuberculosis,22,1/1/2016,January,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Tuberculosis,36,2/1/2016,February,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Tuberculosis,43,3/1/2016,March,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Diarrhoea,50,1/1/2016,January,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Diarrhoea,56,2/1/2016,February,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Diarrhoea,54,3/1/2016,March,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Diabetes,73,1/1/2016,January,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Diabetes,46,2/1/2016,February,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Diabetes,69,3/1/2016,March,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Typhoid,21,1/1/2016,January,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Typhoid,16,2/1/2016,February,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Typhoid,15,3/1/2016,March,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Hypertension,44,1/1/2016,January,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Hypertension,42,2/1/2016,February,,OPD,Shahdara,Shahdara North
State Hospital,Health Centre cum Maternity centre,Hypertension,21,3/1/2016,March,,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Tuberculosis,5,2/1/2016,February,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Tuberculosis,3,3/1/2016,March,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Hypertension,17,1/1/2016,January,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Hypertension,23,3/1/2016,March,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Diabetes,3,1/1/2016,January,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Diabetes,1,2/1/2016,February,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Diabetes,1,3/1/2016,March,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Bodyache/ Headache,1359,1/1/2016,January,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Bodyache/ Headache,1278,2/1/2016,February,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Bodyache/ Headache,1605,3/1/2016,March,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Epilepsy,830,1/1/2016,January,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Epilepsy,703,2/1/2016,February,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Epilepsy,608,3/1/2016,March,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Mental Disorder/ Ailments,1083,1/1/2016,January,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Mental Disorder/ Ailments,1265,2/1/2016,February,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,I.H.B.A.S.,Mental Disorder/ Ailments,1481,3/1/2016,March,Shahdara North,OPD,Shahdara,Shahdara North
State Hospital,Institute of Liver & Biliary Sciences,Tuberculosis,15,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Tuberculosis,10,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Tuberculosis,12,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis A,3,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis A,4,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis A,2,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis B,43,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis B,29,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis B,32,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis C,32,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis C,25,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hepatitis C,30,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Diarrhoea,8,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Diarrhoea,5,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hypertension,54,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hypertension,57,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Hypertension,45,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Diabetes,90,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Diabetes,75,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Diabetes,64,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Typhoid,1,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Liver Diseases,7,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Liver Diseases,14,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Liver Diseases,7,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Cancer,12,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Cancer,17,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Cancer,13,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Fungal Infection,13,1/1/2016,January,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Fungal Infection,12,2/1/2016,February,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Fungal Infection,3,3/1/2016,March,South,OPD,South ,South
State Hospital,Institute of Liver & Biliary Sciences,Stone,29,1/1/2016,January,South,OPD,South ,South
